day_raw,dens_0,dens_1
0.15625,12,2.4
1.09375,12,21.6
3.984375,21.6,60
6.09375,16.8,175.2
7.96875,12,237.6
11.015625,7.2,285.6
13.046875,7.2,285.6
15,7.2,343.2
18.046875,7.2,319.2
20.078125,7.2,381.6
21.953125,7.2,444
24.921875,7.2,506.4
27.03125,7.2,511.2
28.984375,7.2,487.2
31.953125,7.2,554.4
33.90625,7.2,592.8
35.859375,7.2,592.8
38.90625,7.2,640.8
40.9375,7.2,636
42.890625,7.2,664.8
45.859375,2.4,631.2
47.890625,2.4,664.8
49.921875,2.4,592.8
